ensembl_gene_id mgi_symbol Symbol
ENSMUSG00000050212 Eva1b Eva1b
ENSMUSG00000050248 Evc2 Evc2
ENSMUSG00000011831 Evi5 Evi5
ENSMUSG00000021262 Evl Evl
ENSMUSG00000028629 Exo5 Exo5
ENSMUSG00000042787 Exog Exog
ENSMUSG00000028322 Exosc3 Exosc3
ENSMUSG00000025785 Exosc7 Exosc7
ENSMUSG00000027752 Exosc8 Exosc8
ENSMUSG00000061731 Ext1 Ext1
ENSMUSG00000025932 Eya1 Eya1
ENSMUSG00000028886 Eya3 Eya3
ENSMUSG00000052397 Ezr Ezr
ENSMUSG00000048376 F2r F2r
ENSMUSG00000028128 F3 F3
ENSMUSG00000052125 F730043M19Rik F730043M19Rik
ENSMUSG00000024664 Fads3 Fads3
ENSMUSG00000010517 Faf1 Faf1
ENSMUSG00000040339 Fam102b Fam102b
ENSMUSG00000027459 Fam110a Fam110a
ENSMUSG00000049119 Fam110b Fam110b
ENSMUSG00000025262 Fam120c Fam120c
ENSMUSG00000038174 Fam126b Fam126b
ENSMUSG00000050821 Fam131a Fam131a
ENSMUSG00000036800 Fam135b Fam135b
ENSMUSG00000057497 Fam136a Fam136a
ENSMUSG00000037709 Fam13a Fam13a
ENSMUSG00000070044 Fam149a Fam149a
ENSMUSG00000003955 Fam162a Fam162a
ENSMUSG00000042788 Fam166b Fam166b
ENSMUSG00000035095 Fam167a Fam167a
ENSMUSG00000037503 Fam168b Fam168b
ENSMUSG00000041817 Fam169a Fam169a
ENSMUSG00000078670 Fam174b Fam174b
ENSMUSG00000047221 Fam185a Fam185a
ENSMUSG00000037210 Fam193a Fam193a
ENSMUSG00000021495 Fam193b Fam193b
ENSMUSG00000033557 Fam20b Fam20b
ENSMUSG00000025854 Fam20c Fam20c
ENSMUSG00000038121 Fam210a Fam210a
ENSMUSG00000045655 Fam216b Fam216b
ENSMUSG00000070476 Fam217b Fam217b
ENSMUSG00000003039 Fam32a Fam32a
ENSMUSG00000029672 Fam3c Fam3c
ENSMUSG00000037339 Fam53a Fam53a
ENSMUSG00000060568 Fam78b Fam78b
ENSMUSG00000032224 Fam81a Fam81a
ENSMUSG00000043068 Fam89a Fam89a
ENSMUSG00000030590 Fam98c Fam98c
ENSMUSG00000004018 Fancl Fancl
ENSMUSG00000053111 Fank1 Fank1
ENSMUSG00000024778 Fas Fas
ENSMUSG00000074505 Fat3 Fat3
ENSMUSG00000006369 Fbln1 Fbln1
ENSMUSG00000064080 Fbln2 Fbln2
ENSMUSG00000027386 Fbln7 Fbln7
ENSMUSG00000027204 Fbn1 Fbn1
ENSMUSG00000042423 Fbrs Fbrs
ENSMUSG00000043323 Fbrsl1 Fbrsl1
ENSMUSG00000030019 Fbxl14 Fbxl14
ENSMUSG00000025226 Fbxl15 Fbxl15
ENSMUSG00000023965 Fbxl17 Fbxl17
ENSMUSG00000035509 Fbxl21 Fbxl21
ENSMUSG00000022559 Fbxl6 Fbxl6
ENSMUSG00000048232 Fbxo10 Fbxo10
ENSMUSG00000005371 Fbxo11 Fbxo11
ENSMUSG00000034532 Fbxo16 Fbxo16
ENSMUSG00000030598 Fbxo17 Fbxo17
ENSMUSG00000027180 Fbxo3 Fbxo3
ENSMUSG00000047648 Fbxo30 Fbxo30
ENSMUSG00000035329 Fbxo33 Fbxo33
ENSMUSG00000037536 Fbxo34 Fbxo34
ENSMUSG00000022184 Fbxo4 Fbxo4
ENSMUSG00000047013 Fbxo41 Fbxo41
ENSMUSG00000028920 Fbxo42 Fbxo42
ENSMUSG00000055401 Fbxo6 Fbxo6
ENSMUSG00000020271 Fbxw11 Fbxw11
ENSMUSG00000040913 Fbxw4 Fbxw4
ENSMUSG00000028086 Fbxw7 Fbxw7
ENSMUSG00000008167 Fbxw9 Fbxw9
ENSMUSG00000015947 Fcgr1 Fcgr1
ENSMUSG00000026656 Fcgr2b Fcgr2b
ENSMUSG00000003420 Fcgrt Fcgrt
ENSMUSG00000030691 Fchsd2 Fchsd2
ENSMUSG00000032244 Fem1b Fem1b
ENSMUSG00000033319 Fem1c Fem1c
ENSMUSG00000053158 Fes Fes
ENSMUSG00000029697 Fezf1 Fezf1
ENSMUSG00000025265 Fgd1 Fgd1
ENSMUSG00000024013 Fgd2 Fgd2
ENSMUSG00000034037 Fgd5 Fgd5
ENSMUSG00000021732 Fgf10 Fgf10
ENSMUSG00000031137 Fgf13 Fgf13
ENSMUSG00000025551 Fgf14 Fgf14
ENSMUSG00000057967 Fgf18 Fgf18
ENSMUSG00000021974 Fgf9 Fgf9
ENSMUSG00000031565 Fgfr1 Fgfr1
ENSMUSG00000054252 Fgfr3 Fgfr3
ENSMUSG00000039899 Fgl2 Fgl2
ENSMUSG00000051435 Fhad1 Fhad1
ENSMUSG00000034295 Fhod3 Fhod3
ENSMUSG00000024911 Fibp Fibp
ENSMUSG00000075012 Fjx1 Fjx1
ENSMUSG00000001555 Fkbp10 Fkbp10
ENSMUSG00000003355 Fkbp11 Fkbp11
ENSMUSG00000020635 Fkbp1b Fkbp1b
ENSMUSG00000024222 Fkbp5 Fkbp5
ENSMUSG00000002732 Fkbp7 Fkbp7
ENSMUSG00000033739 Fkbpl Fkbpl
ENSMUSG00000016087 Fli1 Fli1
ENSMUSG00000031328 Flna Flna
ENSMUSG00000059714 Flot1 Flot1
ENSMUSG00000047787 Flrt1 Flrt1
ENSMUSG00000047414 Flrt2 Flrt2
ENSMUSG00000110206 Flt3l Flt3l
ENSMUSG00000055805 Fmnl1 Fmnl1
ENSMUSG00000040181 Fmo1 Fmo1
ENSMUSG00000041559 Fmod Fmod
ENSMUSG00000026193 Fn1 Fn1
ENSMUSG00000039735 Fnbp1l Fnbp1l
ENSMUSG00000008200 Fnbp4 Fnbp4
ENSMUSG00000033487 Fndc3a Fndc3a
ENSMUSG00000039286 Fndc3b Fndc3b
ENSMUSG00000033737 Fndc3c1 Fndc3c1
ENSMUSG00000038552 Fndc4 Fndc4
ENSMUSG00000001827 Folr1 Folr1
ENSMUSG00000003545 Fosb Fosb
ENSMUSG00000029135 Fosl2 Fosl2
ENSMUSG00000050295 Foxc1 Foxc1
ENSMUSG00000085399 Foxd2os Foxd2os
ENSMUSG00000003154 Foxj2 Foxj2
ENSMUSG00000032998 Foxj3 Foxj3
ENSMUSG00000038415 Foxq1 Foxq1
ENSMUSG00000054237 Fra10ac1 Fra10ac1
ENSMUSG00000049122 Frmd3 Frmd3
ENSMUSG00000048285 Frmd6 Frmd6
ENSMUSG00000049176 Frmpd4 Frmpd4
ENSMUSG00000033386 Frrs1 Frrs1
ENSMUSG00000020170 Frs2 Frs2
ENSMUSG00000027344 Fsip1 Fsip1
ENSMUSG00000021765 Fst Fst
ENSMUSG00000022816 Fstl1 Fstl1
ENSMUSG00000036264 Fstl4 Fstl4
ENSMUSG00000034098 Fstl5 Fstl5
ENSMUSG00000086370 Ftx Ftx
ENSMUSG00000019810 Fuca2 Fuca2
ENSMUSG00000025040 Fundc1 Fundc1
ENSMUSG00000031198 Fundc2 Fundc2
ENSMUSG00000030530 Furin Furin
ENSMUSG00000059363 Fxn Fxn
ENSMUSG00000059412 Fxyd2 Fxyd2
ENSMUSG00000066705 Fxyd6 Fxyd6
ENSMUSG00000022800 Fyttd1 Fyttd1
ENSMUSG00000044674 Fzd1 Fzd1
ENSMUSG00000050288 Fzd2 Fzd2
ENSMUSG00000045005 Fzd5 Fzd5
ENSMUSG00000036904 Fzd8 Fzd8
ENSMUSG00000018583 G3bp1 G3bp1
ENSMUSG00000025579 Gaa Gaa
ENSMUSG00000039809 Gabbr2 Gabbr2
ENSMUSG00000008976 Gabpa Gabpa
ENSMUSG00000027361 Gabpb1 Gabpb1
ENSMUSG00000029211 Gabra4 Gabra4
ENSMUSG00000029212 Gabrb1 Gabrb1
ENSMUSG00000007653 Gabrb2 Gabrb2
ENSMUSG00000031340 Gabre Gabre
ENSMUSG00000020436 Gabrg2 Gabrg2
ENSMUSG00000055026 Gabrg3 Gabrg3
ENSMUSG00000031344 Gabrq Gabrq
ENSMUSG00000021453 Gadd45g Gadd45g
ENSMUSG00000047658 Gal3st3 Gal3st3
ENSMUSG00000075593 Gal3st4 Gal3st4
ENSMUSG00000027207 Galk2 Galk2
ENSMUSG00000035473 Galm Galm
ENSMUSG00000015027 Galns Galns
ENSMUSG00000000420 Galnt1 Galnt1
ENSMUSG00000020520 Galnt10 Galnt10
ENSMUSG00000024064 Galnt14 Galnt14
ENSMUSG00000038296 Galnt18 Galnt18
ENSMUSG00000033316 Galnt9 Galnt9
ENSMUSG00000036073 Galt Galt
ENSMUSG00000071650 Ganab Ganab
ENSMUSG00000028010 Gar1 Gar1
ENSMUSG00000038860 Garnl3 Garnl3
ENSMUSG00000031451 Gas6 Gas6
ENSMUSG00000040220 Gas8 Gas8
ENSMUSG00000017165 Gast Gast
ENSMUSG00000040253 Gbp7 Gbp7
ENSMUSG00000029298 Gbp9 Gbp9
ENSMUSG00000029708 Gcc1 Gcc1
ENSMUSG00000035125 Gcfc2 Gcfc2
ENSMUSG00000037580 Gch1 Gch1
ENSMUSG00000041798 Gck Gck
ENSMUSG00000027865 Gdap2 Gdap2
ENSMUSG00000038508 Gdf15 Gdf15
ENSMUSG00000021218 Gdi2 Gdi2
ENSMUSG00000019359 Gdpd2 Gdpd2
ENSMUSG00000028214 Gem Gem
ENSMUSG00000060121 Gemin2 Gemin2
ENSMUSG00000037275 Gemin5 Gemin5
ENSMUSG00000055760 Gemin6 Gemin6
ENSMUSG00000040621 Gemin8 Gemin8
ENSMUSG00000021666 Gfm2 Gfm2
ENSMUSG00000029992 Gfpt1 Gfpt1
ENSMUSG00000020363 Gfpt2 Gfpt2
ENSMUSG00000022103 Gfra2 Gfra2
ENSMUSG00000027316 Gfra4 Gfra4
ENSMUSG00000033128 Gga1 Gga1
ENSMUSG00000030872 Gga2 Gga2
ENSMUSG00000020740 Gga3 Gga3
ENSMUSG00000041625 Ggact Ggact
ENSMUSG00000053460 Ggcx Ggcx
ENSMUSG00000073987 Ggh Ggh
ENSMUSG00000055737 Ghr Ghr
ENSMUSG00000051136 Ghsr Ghsr
ENSMUSG00000029714 Gigyf1 Gigyf1
ENSMUSG00000047867 Gimap6 Gimap6
ENSMUSG00000026333 Gin1 Gin1
ENSMUSG00000027454 Gins1 Gins1
ENSMUSG00000031821 Gins2 Gins2
ENSMUSG00000039131 Gipc2 Gipc2
ENSMUSG00000050234 Gja4 Gja4
ENSMUSG00000034520 Gjc1 Gjc1
ENSMUSG00000068615 Gjd2 Gjd2
ENSMUSG00000045594 Glb1 Glb1
ENSMUSG00000026200 Glb1l Glb1l
ENSMUSG00000032252 Glce Glce
ENSMUSG00000021318 Gli3 Gli3
ENSMUSG00000056888 Glipr1 Glipr1
ENSMUSG00000028480 Glipr2 Glipr2
ENSMUSG00000014303 Glis2 Glis2
ENSMUSG00000052942 Glis3 Glis3
ENSMUSG00000000263 Glra1 Glra1
ENSMUSG00000018589 Glra2 Glra2
ENSMUSG00000021591 Glrx Glrx
ENSMUSG00000026103 Gls Gls
ENSMUSG00000049971 Glt1d1 Glt1d1
ENSMUSG00000058064 Gm10036 Gm10036
ENSMUSG00000072723 Gm10044 Gm10044
ENSMUSG00000060143 Gm10076 Gm10076
ENSMUSG00000063087 Gm10125 Gm10125
ENSMUSG00000100954 Gm10138 Gm10138
ENSMUSG00000066724 Gm10175 Gm10175
ENSMUSG00000066407 Gm10263 Gm10263
ENSMUSG00000091449 Gm10269 Gm10269
ENSMUSG00000092116 Gm10320 Gm10320
ENSMUSG00000072693 Gm10401 Gm10401
ENSMUSG00000072769 Gm10419 Gm10419
ENSMUSG00000099907 Gm10421 Gm10421
ENSMUSG00000097430 Gm10544 Gm10544
ENSMUSG00000097974 Gm10605 Gm10605
ENSMUSG00000074461 Gm10699 Gm10699
ENSMUSG00000074555 Gm10714 Gm10714
ENSMUSG00000074807 Gm10762 Gm10762
ENSMUSG00000078444 Gm10941 Gm10941
ENSMUSG00000087413 Gm11266 Gm11266
ENSMUSG00000087184 Gm11650 Gm11650
ENSMUSG00000086587 Gm11837 Gm11837
ENSMUSG00000040978 Gm11992 Gm11992
ENSMUSG00000081769 Gm12216 Gm12216
ENSMUSG00000072915 Gm12258 Gm12258
ENSMUSG00000087352 Gm12999 Gm12999
ENSMUSG00000086606 Gm13205 Gm13205
ENSMUSG00000086368 Gm13830 Gm13830
ENSMUSG00000068062 Gm14164 Gm14164
ENSMUSG00000086496 Gm14204 Gm14204
ENSMUSG00000087644 Gm14703 Gm14703
ENSMUSG00000052188 Gm14964 Gm14964
ENSMUSG00000087373 Gm15892 Gm15892
ENSMUSG00000086742 Gm16201 Gm16201
ENSMUSG00000078117 Gm16485 Gm16485
ENSMUSG00000089810 Gm16536 Gm16536
ENSMUSG00000070858 Gm1673 Gm1673
ENSMUSG00000087479 Gm16835 Gm16835
ENSMUSG00000097743 Gm16973 Gm16973
ENSMUSG00000091509 Gm17066 Gm17066
ENSMUSG00000091285 Gm17430 Gm17430
ENSMUSG00000090439 Gm17455 Gm17455
ENSMUSG00000090460 Gm17511 Gm17511
ENSMUSG00000091732 Gm17541 Gm17541
ENSMUSG00000098087 Gm17750 Gm17750
ENSMUSG00000101438 Gm19412 Gm19412
ENSMUSG00000097187 Gm19426 Gm19426
ENSMUSG00000078193 Gm2000 Gm2000
ENSMUSG00000021139 Gm20498 Gm20498
ENSMUSG00000092536 Gm20501 Gm20501
ENSMUSG00000041716 Gm20604 Gm20604
ENSMUSG00000090625 Gm20721 Gm20721
ENSMUSG00000103713 Gm2136 Gm2136
ENSMUSG00000097911 Gm26691 Gm26691
ENSMUSG00000097250 Gm26771 Gm26771
ENSMUSG00000097801 Gm26777 Gm26777
ENSMUSG00000097634 Gm26827 Gm26827
ENSMUSG00000097311 Gm26871 Gm26871
ENSMUSG00000097835 Gm26910 Gm26910
ENSMUSG00000097239 Gm27029 Gm27029
ENSMUSG00000098649 Gm27199 Gm27199
ENSMUSG00000099061 Gm28050 Gm28050
ENSMUSG00000100556 Gm28902 Gm28902
ENSMUSG00000100789 Gm29508 Gm29508
ENSMUSG00000103183 Gm37090 Gm37090
ENSMUSG00000103839 Gm37607 Gm37607
ENSMUSG00000097156 Gm3764 Gm3764
ENSMUSG00000103220 Gm37728 Gm37728
ENSMUSG00000104362 Gm37928 Gm37928
ENSMUSG00000103697 Gm38020 Gm38020
ENSMUSG00000103719 Gm38039 Gm38039
ENSMUSG00000102778 Gm38165 Gm38165
ENSMUSG00000096449 Gm4076 Gm4076
ENSMUSG00000054556 Gm4876 Gm4876
ENSMUSG00000069379 Gm4950 Gm4950
ENSMUSG00000091183 Gm5141 Gm5141
ENSMUSG00000084950 Gm5577 Gm5577
ENSMUSG00000051255 Gm6563 Gm6563
ENSMUSG00000091460 Gm7808 Gm7808
ENSMUSG00000049124 Gm8186 Gm8186
ENSMUSG00000069439 Gm8444 Gm8444
ENSMUSG00000050157 Gm867 Gm867
ENSMUSG00000047361 Gm973 Gm973
ENSMUSG00000048603 Gm9828 Gm9828
ENSMUSG00000094002 Gm9866 Gm9866
ENSMUSG00000052629 Gm9885 Gm9885
ENSMUSG00000053861 Gm9925 Gm9925
ENSMUSG00000028901 Gmeb1 Gmeb1
ENSMUSG00000060791 Gmfg Gmfg
ENSMUSG00000036246 Gmip Gmip
ENSMUSG00000006715 Gmnn Gmnn
ENSMUSG00000070284 Gmppb Gmppb
ENSMUSG00000034792 Gna15 Gna15
ENSMUSG00000024524 Gnal Gnal
ENSMUSG00000027523 Gnas Gnas
ENSMUSG00000040009 Gnaz Gnaz
ENSMUSG00000032192 Gnb5 Gnb5
ENSMUSG00000024429 Gnl1 Gnl1
ENSMUSG00000028869 Gnl2 Gnl2
ENSMUSG00000052102 Gnpda1 Gnpda1
ENSMUSG00000034707 Gns Gns
ENSMUSG00000042532 Golga7b Golga7b
ENSMUSG00000021556 Golm1 Golm1
ENSMUSG00000022200 Golph3 Golph3
ENSMUSG00000046519 Golph3l Golph3l
ENSMUSG00000030245 Golt1b Golt1b
ENSMUSG00000054199 Gon4l Gon4l
ENSMUSG00000039720 Got1l1 Got1l1
ENSMUSG00000022008 Gpalpp1 Gpalpp1
ENSMUSG00000063808 Gpatch1 Gpatch1
ENSMUSG00000031119 Gpc4 Gpc4
ENSMUSG00000058571 Gpc6 Gpc6
ENSMUSG00000027346 Gpcpd1 Gpcpd1
ENSMUSG00000050627 Gpd1l Gpd1l
ENSMUSG00000053647 Gper1 Gper1
ENSMUSG00000021340 Gpld1 Gpld1
ENSMUSG00000031517 Gpm6a Gpm6a
ENSMUSG00000064037 Gpn1 Gpn1
ENSMUSG00000036357 Gpr101 Gpr101
ENSMUSG00000000194 Gpr107 Gpr107
ENSMUSG00000043398 Gpr135 Gpr135
ENSMUSG00000049092 Gpr137c Gpr137c
ENSMUSG00000045509 Gpr150 Gpr150
ENSMUSG00000042804 Gpr153 Gpr153
ENSMUSG00000038390 Gpr162 Gpr162
ENSMUSG00000031210 Gpr165 Gpr165
ENSMUSG00000040133 Gpr176 Gpr176
ENSMUSG00000070337 Gpr179 Gpr179
ENSMUSG00000044067 Gpr22 Gpr22
ENSMUSG00000040125 Gpr26 Gpr26
ENSMUSG00000056380 Gpr50 Gpr50
ENSMUSG00000046922 Gpr6 Gpr6
ENSMUSG00000031932 Gpr83 Gpr83
ENSMUSG00000068696 Gpr88 Gpr88
ENSMUSG00000043384 Gprasp1 Gprasp1
ENSMUSG00000072966 Gprasp2 Gprasp2
ENSMUSG00000069227 Gprin1 Gprin1
ENSMUSG00000045441 Gprin3 Gprin3
ENSMUSG00000034786 Gpsm3 Gpsm3
ENSMUSG00000063856 Gpx1 Gpx1
ENSMUSG00000001248 Gramd1a Gramd1a
ENSMUSG00000036292 Gramd1c Gramd1c
ENSMUSG00000035900 Gramd4 Gramd4
ENSMUSG00000004837 Grap Grap
ENSMUSG00000020176 Grb10 Grb10
ENSMUSG00000072772 Grcc10 Grcc10
ENSMUSG00000036523 Greb1 Greb1
ENSMUSG00000074934 Grem1 Grem1
ENSMUSG00000050069 Grem2 Grem2
ENSMUSG00000020656 Grhl1 Grhl1
ENSMUSG00000020524 Gria1 Gria1
ENSMUSG00000001986 Gria3 Gria3
ENSMUSG00000026959 Grin1 Grin1
ENSMUSG00000059003 Grin2a Grin2a
ENSMUSG00000002771 Grin2d Grin2d
ENSMUSG00000034813 Grip1 Grip1
ENSMUSG00000074886 Grk6 Grk6
ENSMUSG00000019828 Grm1 Grm1
ENSMUSG00000063239 Grm4 Grm4
ENSMUSG00000024211 Grm8 Grm8
ENSMUSG00000024517 Grp Grp
ENSMUSG00000031364 Grpr Grpr
ENSMUSG00000038515 Grtp1 Grtp1
ENSMUSG00000039934 Gsap Gsap
ENSMUSG00000022575 Gsdmd Gsdmd
ENSMUSG00000046182 Gsg1l Gsg1l
ENSMUSG00000032348 Gsta4 Gsta4
ENSMUSG00000001663 Gstt1 Gstt1
ENSMUSG00000033318 Gstt2 Gstt2
ENSMUSG00000001665 Gstt3 Gstt3
ENSMUSG00000033543 Gtf2a2 Gtf2a2
ENSMUSG00000006599 Gtf2h1 Gtf2h1
ENSMUSG00000001524 Gtf2h4 Gtf2h4
ENSMUSG00000023079 Gtf2ird1 Gtf2ird1
ENSMUSG00000015942 Gtf2ird2 Gtf2ird2
ENSMUSG00000035666 Gtf3c4 Gtf3c4
ENSMUSG00000042535 Gtpbp1 Gtpbp1
ENSMUSG00000023952 Gtpbp2 Gtpbp2
ENSMUSG00000021149 Gtpbp4 Gtpbp4
ENSMUSG00000033416 Gucd1 Gucd1
ENSMUSG00000041624 Gucy1a2 Gucy1a2
ENSMUSG00000029208 Guf1 Guf1
ENSMUSG00000056870 Gulp1 Gulp1
ENSMUSG00000025534 Gusb Gusb
ENSMUSG00000027439 Gzf1 Gzf1
ENSMUSG00000036594 H2-Aa H2-Aa
ENSMUSG00000073421 H2-Ab1 H2-Ab1
ENSMUSG00000037649 H2-DMa H2-DMa
ENSMUSG00000079547 H2-DMb1 H2-DMb1
ENSMUSG00000060586 H2-Eb1 H2-Eb1
ENSMUSG00000016206 H2-M3 H2-M3
ENSMUSG00000091705 H2-Q2 H2-Q2
ENSMUSG00000035929 H2-Q4 H2-Q4
ENSMUSG00000060550 H2-Q7 H2-Q7
ENSMUSG00000056116 H2-T22 H2-T22
ENSMUSG00000067212 H2-T23 H2-T23
ENSMUSG00000028497 Hacd4 Hacd4
ENSMUSG00000038822 Hace1 Hace1
ENSMUSG00000007594 Hapln4 Hapln4
ENSMUSG00000027018 Hat1 Hat1
ENSMUSG00000022177 Haus4 Haus4
ENSMUSG00000020399 Havcr2 Havcr2
ENSMUSG00000024486 Hbegf Hbegf
ENSMUSG00000031386 Hcfc1 Hcfc1
ENSMUSG00000022831 Hcls1 Hcls1
ENSMUSG00000028051 Hcn3 Hcn3
ENSMUSG00000032360 Hcrtr2 Hcrtr2
ENSMUSG00000024454 Hdac3 Hdac3
ENSMUSG00000031161 Hdac6 Hdac6
ENSMUSG00000027360 Hdc Hdc
ENSMUSG00000000295 Hddc2 Hddc2
ENSMUSG00000041180 Hectd2 Hectd2
ENSMUSG00000046861 Hectd3 Hectd3
ENSMUSG00000025001 Hells Hells
ENSMUSG00000020721 Helz Helz
ENSMUSG00000032579 Hemk1 Hemk1
ENSMUSG00000038664 Herc1 Herc1
ENSMUSG00000031770 Herpud1 Herpud1
ENSMUSG00000022528 Hes1 Hes1
ENSMUSG00000048001 Hes5 Hes5
ENSMUSG00000067071 Hes6 Hes6
ENSMUSG00000021665 Hexb Hexb
ENSMUSG00000048878 Hexim1 Hexim1
ENSMUSG00000019789 Hey2 Hey2
ENSMUSG00000006611 Hfe Hfe
ENSMUSG00000037260 Hgsnat Hgsnat
ENSMUSG00000024986 Hhex Hhex
ENSMUSG00000050240 Hic2 Hic2
ENSMUSG00000043421 Hilpda Hilpda
ENSMUSG00000027177 Hipk3 Hipk3
ENSMUSG00000042606 Hirip3 Hirip3
ENSMUSG00000015501 Hivep2 Hivep2
ENSMUSG00000044783 Hjurp Hjurp
ENSMUSG00000037012 Hk1 Hk1
ENSMUSG00000085347 Hk1os Hk1os
ENSMUSG00000040820 Hlcs Hlcs
ENSMUSG00000003949 Hlf Hlf
ENSMUSG00000032126 Hmbs Hmbs
ENSMUSG00000066842 Hmcn1 Hmcn1
ENSMUSG00000032329 Hmg20a Hmg20a
ENSMUSG00000054717 Hmgb2 Hmgb2
ENSMUSG00000007908 Hmgcll1 Hmgcll1
ENSMUSG00000027875 Hmgcs2 Hmgcs2
ENSMUSG00000040681 Hmgn1 Hmgn1
ENSMUSG00000007836 Hnrnpa0 Hnrnpa0
ENSMUSG00000059005 Hnrnpa3 Hnrnpa3
ENSMUSG00000000568 Hnrnpd Hnrnpd
ENSMUSG00000007850 Hnrnph1 Hnrnph1
ENSMUSG00000015165 Hnrnpl Hnrnpl
ENSMUSG00000024095 Hnrnpll Hnrnpll
ENSMUSG00000059208 Hnrnpm Hnrnpm
ENSMUSG00000040725 Hnrnpul1 Hnrnpul1
ENSMUSG00000025176 Hoga1 Hoga1
ENSMUSG00000007617 Homer1 Homer1
ENSMUSG00000057156 Homez Homez
ENSMUSG00000052566 Hook2 Hook2
ENSMUSG00000028785 Hpca Hpca
ENSMUSG00000046093 Hpcal4 Hpcal4
ENSMUSG00000031613 Hpgd Hpgd
ENSMUSG00000029919 Hpgds Hpgds
ENSMUSG00000025630 Hprt Hprt
ENSMUSG00000025188 Hps1 Hps1
ENSMUSG00000053004 Hrh1 Hrh1
ENSMUSG00000039059 Hrh3 Hrh3
ENSMUSG00000046607 Hrk Hrk
ENSMUSG00000078591 Hs3st4 Hs3st4
ENSMUSG00000044499 Hs3st5 Hs3st5
ENSMUSG00000043510 Hscb Hscb
ENSMUSG00000016194 Hsd11b1 Hsd11b1
ENSMUSG00000074793 Hspa12b Hspa12b
ENSMUSG00000109865 Hspa14 Hspa14
ENSMUSG00000026864 Hspa5 Hspa5
ENSMUSG00000004951 Hspb1 Hspb1
ENSMUSG00000036854 Hspb6 Hspb6
ENSMUSG00000022849 Hspbap1 Hspbap1
ENSMUSG00000039745 Htatip2 Htatip2
ENSMUSG00000050534 Htr5b Htr5b
ENSMUSG00000024798 Htr7 Htr7
ENSMUSG00000068329 Htra2 Htra2
ENSMUSG00000029104 Htt Htt
ENSMUSG00000010047 Hyal2 Hyal2
ENSMUSG00000059854 Hydin Hydin
ENSMUSG00000035878 Hykk Hykk
ENSMUSG00000050555 Hyls1 Hyls1
ENSMUSG00000027245 Hypk Hypk
ENSMUSG00000062995 Ica1 Ica1
ENSMUSG00000026018 Ica1l Ica1l
ENSMUSG00000037405 Icam1 Icam1
ENSMUSG00000001029 Icam2 Icam2
ENSMUSG00000000732 Icosl Icosl
ENSMUSG00000042745 Id1 Id1
ENSMUSG00000021379 Id4 Id4
ENSMUSG00000027406 Idh3b Idh3b
ENSMUSG00000050002 Idnk Idnk
ENSMUSG00000053560 Ier2 Ier2
ENSMUSG00000003541 Ier3 Ier3
ENSMUSG00000090000 Ier3ip1 Ier3ip1
ENSMUSG00000056708 Ier5 Ier5
ENSMUSG00000089762 Ier5l Ier5l
ENSMUSG00000041025 Iffo2 Iffo2
ENSMUSG00000031838 Ifi30 Ifi30
ENSMUSG00000028037 Ifi44 Ifi44
ENSMUSG00000026896 Ifih1 Ifih1
ENSMUSG00000062488 Ifit3b Ifit3b
ENSMUSG00000045777 Ifitm10 Ifitm10
ENSMUSG00000060591 Ifitm2 Ifitm2
ENSMUSG00000022971 Ifnar2 Ifnar2
ENSMUSG00000022965 Ifngr2 Ifngr2
ENSMUSG00000020053 Igf1 Igf1
ENSMUSG00000048583 Igf2 Igf2
ENSMUSG00000039323 Igfbp2 Igfbp2
ENSMUSG00000020427 Igfbp3 Igfbp3
ENSMUSG00000017493 Igfbp4 Igfbp4
ENSMUSG00000023046 Igfbp6 Igfbp6
ENSMUSG00000036256 Igfbp7 Igfbp7
ENSMUSG00000076617 Ighm Ighm
ENSMUSG00000013367 Iglon5 Iglon5
ENSMUSG00000035004 Igsf6 Igsf6
ENSMUSG00000037995 Igsf9 Igsf9
ENSMUSG00000078853 Igtp Igtp
ENSMUSG00000054072 Iigp1 Iigp1
ENSMUSG00000031537 Ikbkb Ikbkb
ENSMUSG00000018654 Ikzf1 Ikzf1
ENSMUSG00000002578 Ikzf4 Ikzf4
ENSMUSG00000032089 Il10ra Il10ra
ENSMUSG00000022969 Il10rb Il10rb
ENSMUSG00000017057 Il13ra1 Il13ra1
ENSMUSG00000031712 Il15 Il15
ENSMUSG00000023206 Il15ra Il15ra
ENSMUSG00000050222 Il17d Il17d
ENSMUSG00000030281 Il17rc Il17rc
ENSMUSG00000059203 Il1rapl2 Il1rapl2
ENSMUSG00000031304 Il2rg Il2rg
ENSMUSG00000030748 Il4ra Il4ra
ENSMUSG00000040612 Ildr2 Ildr2
ENSMUSG00000056899 Immp2l Immp2l
ENSMUSG00000003500 Impdh1 Impdh1
ENSMUSG00000091811 Inafm1 Inafm1
ENSMUSG00000024660 Incenp Incenp
ENSMUSG00000063049 Ing2 Ing2
ENSMUSG00000026283 Ing5 Ing5
ENSMUSG00000032968 Inha Inha
ENSMUSG00000041324 Inhba Inhba
ENSMUSG00000037035 Inhbb Inhbb
ENSMUSG00000003477 Inmt Inmt
ENSMUSG00000034154 Ino80 Ino80
ENSMUSG00000026102 Inpp1 Inpp1
ENSMUSG00000026113 Inpp4a Inpp4a
ENSMUSG00000037940 Inpp4b Inpp4b
ENSMUSG00000026925 Inpp5e Inpp5e
ENSMUSG00000005534 Insr Insr
ENSMUSG00000031864 Ints10 Ints10
ENSMUSG00000028016 Ints12 Ints12
